MajorEquipment,emitterModelFactorTag,factorTag,Emitter,activityDistribution,emissionDriver,notes,correctFactors,Unnamed: 8
Compressors,Rod_packing_vent_nod,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage2_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage2_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage2_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13_VV_300_2ndStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13_VV_300_2ndStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13_VV_300_2ndStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13_VV_300_2ndStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13_VV_300_2ndStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13_VV_300_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage3_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage3_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage3_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13_VV_300_HP_Stage3_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13_VV_300_3rdStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13_VV_300_3rdStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13_VV_300_3rdStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13_VV_300_3rdStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13_VV_300_3rdStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13_VV_300_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage2_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage2_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage2_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage2_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_50_2ndStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_50_2ndStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_50_2ndStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_50_2ndStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_50_2ndStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_50_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage3_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage3_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage3_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_50_HP_Stage3_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_50_3rdStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_50_3rdStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_50_3rdStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_50_3rdStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_50_3rdStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_50_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage2_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage2_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage2_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage2_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_100_2ndStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_100_2ndStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_100_2ndStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_100_2ndStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_100_2ndStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_100_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage3_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage3_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage3_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_100_HP_Stage3_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_100_3rdStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_100_3rdStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_100_3rdStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_100_3rdStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_100_3rdStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_100_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage2_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage2_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage2_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage2_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_150_2ndStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_150_2ndStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_150_2ndStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_150_2ndStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_150_2ndStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_150_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage3_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage3_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage3_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_150_HP_Stage3_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_150_3rdStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_150_3rdStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_150_3rdStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_150_3rdStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_150_3rdStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_150_3rdStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_200_HP_Stage2_ScaledEFBlowdown.csv,gef study,yes,
Compressors,Rod_packing_vent_nod,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_200_HP_Stage2_ScaledEFRodPackingNOD.csv,gef study,yes,
Compressors,Rod_packing_vent_nop,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_200_HP_Stage2_ScaledEFRodPackingNOP.csv,gef study,yes,
Compressors,Rod_packing_vent_op,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_200_HP_Stage2_ScaledEFRodPackingOP.csv,gef study,yes,
Compressors,Blowdown_event,PS13.1_VV_200_2ndStage,EmpiricalFlowImmediateProduction,N/A,N/A,,no,
Compressors,Comp_component_leak,PS13.1_VV_200_2ndStage,LeakProduction,20,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Component.csv,gef study,no,
Compressors,Comp_pneumatic,PS13.1_VV_200_2ndStage,PneumaticEmitterProduction,Production/Wellhead/Pneumatics/Allen_RM_PC_AF.csv,Production/Wellhead/Pneumatics/Allen_RM_PC_EF.csv,gef study,no,
Compressors,Comp_emp_dry_seal_vent,PS13.1_VV_200_2ndStage,EmpiricalFlowProduction,N/A,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts study,no,
Compressors,Comp_emp_wet_seal_vent,PS13.1_VV_200_2ndStage,EmpiricalFlowProduction,N/A,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,ts study,no,
Compressors,Comp_single_unit_vent_leak,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef study,no,
Compressors,Comp_starter_vent_leak,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef study,no,
Compressors,Dry_seal_large_emitter,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Rod_packing_large_emitter,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef study,no,
Compressors,Comp_wet_seal_large_emitter,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Common/ScrewDriverProvisoryForC3\EmissionsData\Provisory Rotary Screw Large Emitter.csv,gef study,no,
Compressors,Comp_single_unit_vent_large_emitter,PS13.1_VV_200_2ndStage,SpecificLeaksProduction,1,Common/GEFCombinedCommon/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef study,no,
Compressors,Comp_blowdown,PS13.1_VV_200_3rdStage,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS13.1_VV_200_HP_Stage3_ScaledEFBlowdown.csv,gef study,yes,
